Year, Month, Monthly_MSL, Unverified, Linear_Trend, High_Conf., Low_Conf.
1979,12,-0.116,,-0.027,-0.022,-0.033,
1980,1,-0.071,,-0.027,-0.022,-0.033,
1980,2,-0.043,,-0.027,-0.021,-0.032,
1980,3,-0.094,,-0.027,-0.021,-0.032,
1980,4,-0.059,,-0.026,-0.021,-0.032,
1980,5,-0.041,,-0.026,-0.021,-0.031,
1980,6,-0.087,,-0.026,-0.020,-0.031,
1980,7,-0.076,,-0.026,-0.020,-0.031,
1980,8,-0.063,,-0.025,-0.020,-0.031,
1980,9,-0.104,,-0.025,-0.020,-0.030,
1980,10,-0.111,,-0.025,-0.019,-0.030,
1980,11,-0.115,,-0.024,-0.019,-0.030,
1980,12,-0.137,,-0.024,-0.019,-0.030,
1981,1,-0.135,,-0.024,-0.018,-0.029,
1981,2,-0.116,,-0.024,-0.018,-0.029,
1981,3,-0.042,,-0.023,-0.018,-0.029,
1981,4,-0.147,,-0.023,-0.018,-0.028,
1981,5,-0.044,,-0.023,-0.017,-0.028,
1981,6,-0.051,,-0.022,-0.017,-0.028,
1981,7,-0.058,,-0.022,-0.017,-0.028,
1981,8,-0.039,,-0.022,-0.017,-0.027,
1981,9,-0.019,,-0.022,-0.016,-0.027,
1981,10,-0.086,,-0.021,-0.016,-0.027,
1981,11,-0.018,,-0.021,-0.016,-0.026,
1981,12,-0.034,,-0.021,-0.015,-0.026,
1982,1,-0.122,,-0.021,-0.015,-0.026,
1982,2,-0.077,,-0.020,-0.015,-0.026,
1982,3,-0.112,,-0.020,-0.015,-0.025,
1982,4,-0.156,,-0.020,-0.014,-0.025,
1982,5,-0.078,,-0.019,-0.014,-0.025,
1982,6,0.026,,-0.019,-0.014,-0.025,
1982,7,-0.067,,-0.019,-0.013,-0.024,
1982,8,-0.069,,-0.019,-0.013,-0.024,
1982,9,-0.062,,-0.018,-0.013,-0.024,
1982,10,0.005,,-0.018,-0.013,-0.023,
1982,11,-0.103,,-0.018,-0.012,-0.023,
1982,12,-0.009,,-0.017,-0.012,-0.023,
1983,1,0.001,,-0.017,-0.012,-0.023,
1983,2,0.073,,-0.017,-0.012,-0.022,
1983,3,0.071,,-0.017,-0.011,-0.022,
1983,4,0.039,,-0.016,-0.011,-0.022,
1983,5,-0.023,,-0.016,-0.011,-0.021,
1983,6,-0.045,,-0.016,-0.010,-0.021,
1983,7,-0.012,,-0.016,-0.010,-0.021,
1983,8,-0.002,,-0.015,-0.010,-0.021,
1983,9,-0.025,,-0.015,-0.010,-0.020,
1983,10,-0.001,,-0.015,-0.009,-0.020,
1983,11,0.034,,-0.014,-0.009,-0.020,
1983,12,-0.003,,-0.014,-0.009,-0.020,
1984,1,-0.025,,-0.014,-0.009,-0.019,
1984,2,-0.016,,-0.014,-0.008,-0.019,
1984,3,0.034,,-0.013,-0.008,-0.019,
1984,4,0.091,,-0.013,-0.008,-0.018,
1984,5,-0.032,,-0.013,-0.007,-0.018,
1984,6,-0.017,,-0.013,-0.007,-0.018,
1984,7,-0.043,,-0.012,-0.007,-0.018,
1984,8,0.010,,-0.012,-0.007,-0.017,
1984,9,-0.040,,-0.012,-0.006,-0.017,
1984,10,0.014,,-0.011,-0.006,-0.017,
1984,11,0.013,,-0.011,-0.006,-0.017,
1984,12,-0.040,,-0.011,-0.005,-0.016,
1985,1,-0.028,,-0.011,-0.005,-0.016,
1985,2,-0.055,,-0.010,-0.005,-0.016,
1985,3,-0.069,,-0.010,-0.005,-0.015,
1985,4,-0.068,,-0.010,-0.004,-0.015,
1985,5,-0.017,,-0.009,-0.004,-0.015,
1985,6,-0.017,,-0.009,-0.004,-0.015,
1985,7,-0.009,,-0.009,-0.004,-0.014,
1985,8,-0.008,,-0.009,-0.003,-0.014,
1985,9,-0.031,,-0.008,-0.003,-0.014,
1985,10,-0.053,,-0.008,-0.003,-0.014,
1985,11,0.062,,-0.008,-0.002,-0.013,
1985,12,-0.043,,-0.008,-0.002,-0.013,
1986,1,-0.119,,-0.007,-0.002,-0.013,
1986,2,0.048,,-0.007,-0.002,-0.012,
1986,3,-0.112,,-0.007,-0.001,-0.012,
1986,4,0.057,,-0.006,-0.001,-0.012,
1986,5,0.005,,-0.006,-0.001,-0.012,
1986,6,-0.057,,-0.006,-0.000,-0.011,
1986,7,0.021,,-0.006,-0.000,-0.011,
1986,8,-0.039,,-0.005,0.000,-0.011,
1986,9,-0.077,,-0.005,0.000,-0.011,
1986,10,-0.007,,-0.005,0.001,-0.010,
1986,11,-0.057,,-0.005,0.001,-0.010,
1986,12,-0.009,,-0.004,0.001,-0.010,
1987,1,0.052,,-0.004,0.002,-0.009,
1987,2,-0.043,,-0.004,0.002,-0.009,
1987,3,0.053,,-0.003,0.002,-0.009,
1987,4,0.024,,-0.003,0.002,-0.009,
1987,5,-0.053,,-0.003,0.003,-0.008,
1987,6,-0.020,,-0.003,0.003,-0.008,
1987,7,0.000,,-0.002,0.003,-0.008,
1987,8,-0.005,,-0.002,0.003,-0.008,
1987,9,-0.031,,-0.002,0.004,-0.007,
1987,10,-0.065,,-0.001,0.004,-0.007,
1987,11,-0.063,,-0.001,0.004,-0.007,
1987,12,0.049,,-0.001,0.005,-0.006,
1988,1,-0.089,,-0.001,0.005,-0.006,
1988,2,-0.016,,-0.000,0.005,-0.006,
1988,3,-0.094,,-0.000,0.005,-0.006,
1988,4,0.063,,0.000,0.006,-0.005,
1988,5,-0.026,,0.000,0.006,-0.005,
1988,6,-0.030,,0.001,0.006,-0.005,
1988,7,-0.064,,0.001,0.007,-0.005,
